"Story","Title","Result","Date","Stability","Duration (s)"
"Compras en pagina de pruebas","Compra de productos","PENDING","2023-03-30T08:54:31.0253633-05:00[America/Bogota]","0.0","0.2"
"Compras en pagina de pruebas","Iniciar sesion","PENDING","2023-03-30T08:54:31.2695243-05:00[America/Bogota]","0.0","0.03"
"Compras en pagina de falabella","Compra de productos","SUCCESS","2023-03-30T10:18:59.8235138-05:00[America/Bogota]","0.0","14.99"
